Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor,Revenue_int
1,5.384615385,0,0.0,36,1195.726923,0.01372549,0.02254902,19.1127451,0.0,2,2,6,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0,0,0.0,2,138.5,0.0,0.1,0.0,0.0,3,2,4,11,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5,104.28762699611049,3,33.88910228691546,78,5370.377628016546,0.017491272427826443,0.04152677005383248,11.89626337816513,0.17095973162598282,2,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6,114.2660772815206,0,0.0,22,2067.1718608036667,0.0,0.01441189049849263,17.545958828423874,0.0,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,45,507.1111111,0.008888889,0.024444444,0.0,0.0,4,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0.0,0,0.0,8,101.8333333,0.0,0.058333333,0.0,0.0,2,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7,340.0290180076895,0,8.651440837132458,99,6097.014127317027,0.005534708718460481,0.023157496929190183,0.9099664364707909,0.0,2,2,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3,45.031912564211325,3,237.7701840714449,134,4746.8692295092715,0.008014191679124101,0.02233129638198115,5.655323882576166,0.0,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
15,831.6222222,0,0.0,23,845.2788889,0.0,0.011944444,1.533539275,0.0,2,2,7,20,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7,234.0215353134426,2,47.342849723988635,35,738.6723399107841,0.003236011924694027,0.016144906773584277,57.958083985126265,0.0,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,4.523514059936595,25,1092.5143200023465,0.016155407486159668,0.01519256746200854,60.14409717111572,0.0,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,29,1004.2788454434225,0.0037689211267012985,0.027331159028706177,4.446834009460998,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,73.0,0,0.0,9,2151.0,0.0,0.018181818,10.91300022,0.0,2,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2,252.04868785089116,1,38.51217196272279,96,4992.387406373688,0.004061563051577281,0.01513942204477135,6.584547511535149,0.0,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,65.42581651665834,0,0.0,169,7197.391993528326,0.0015239965842709473,0.014323798654811063,31.301297273605886,0.0,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5,68.8534269882005,1,85.72432542105159,52,2061.784954936288,0.007578167073672112,0.01773621382375818,13.633050109841978,0.1596396233918283,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,43.4,2,16.2,31,1279.806667,0.006857143,0.02952381,0.0,0.0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,3.7143808077188116,0,0.0,7,448.59657712441725,0.0,0.030022833204478606,50.85270014644825,0.0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,149.05437712507234,1,36.18215852439519,26,792.7832639700454,0.006260839487026983,0.027324143405366784,14.448457302245293,0.0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,6.0,0,0.0,29,354.8333333,0.0,0.010344828,0.0,0.0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6,63.0,1,16.0,187,4987.688889,0.003108808,0.011118588,10.80188719,0.0,4,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0,0,0.0,41,963.0,0.0,0.015811966,0.0,0.0,2,2,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,70.30417564018296,0,0.0,19,295.95135841035653,0.015340432836771337,0.05634398179494403,0.0,0.0,2,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,21,1636.5,0.042857143,0.065873016,0.0,0.4,2,4,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,26.403761016090407,0,0.0,25,777.9774182191596,0.010790954599504564,0.03331950340367318,13.880802643908625,0.0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4,126.0,0,0.0,22,633.9857143,0.004166667,0.021296296,0.0,0.0,3,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,54.0,0,0.0,11,220.9666667,0.020512821,0.029487179,0.0,0.0,1,1,4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,74.0,0,0.0,44,844.9416667,0.004444444,0.015925926,0.0,0.0,1,2,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,0,0.0,5,99.66666667,0.0,0.04,0.0,0.6,2,2,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0,0,0.0,1,487.0,0.0,0.1,0.0,0.0,1,1,4,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.0,0,0.0,55,872.5916667,0.0,0.001212121,0.0,0.0,2,4,1,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3,48.583407944177765,1,15.837146759770974,45,3084.1778438444176,0.0035256465282121163,0.020277316530034586,16.091894697224827,0.0,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6,174.83538363772746,4,74.32658013512138,58,3019.787294689243,0.014388055919136028,0.03126519385611063,11.124135990134896,0.0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,77.83890657124564,3,248.7503238369265,45,1678.614809067386,0.00020997184856993154,0.0026997840399701455,42.78888189298984,0.0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,118.99163273185243,0,0.0,20,637.9330335904467,0.0,0.009849837077271736,84.90721228104023,0.0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,58.06666667,0,0.0,5,86.0,0.0,0.0125,0.0,0.0,3,2,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0.0,0,0.0,3,122.55566647943235,0.0,0.014669723537389467,56.30889480908294,0.0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,0.0,0,0.0,23,1057.469820704736,0.0,0.00899748649343261,82.73760822630943,0.0,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4.0,0,0.0,164,5767.465043,0.003636364,0.009348691,52.38420388,0.0,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6,359.87824552614745,0,0.0,42,1883.530769533242,0.004644389039046107,0.010042295008505777,35.290865196243445,0.0,2,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4,135.0,0,0.0,12,401.2857143,0.0,0.016,0.0,0.0,2,2,1,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0.0,0,0.0,21,685.1744048,0.028571429,0.043174603,0.0,0.0,1,1,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0.0,0,0.0,24,1884.7,0.032,0.068,0.0,0.0,2,2,4,13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4,97.5,0,0.0,5,454.5,0.0,0.00625,0.0,0.0,2,2,7,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,84.6,0,0.0,43,674.5333333,0.0,0.005319149,45.63345378,0.0,2,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7,228.27716613642957,0,0.0,37,1312.1769159103758,0.004512034523164265,0.023030139460304487,5.328533312759705,0.0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5,154.2,0,0.0,12,269.5357143,0.004444444,0.006111111,0.0,0.0,3,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,423.88134633074446,0,0.0,19,362.6852814470857,0.01556271018611749,0.019035497350971018,6.504037042159538,0.0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,8.59069937252785,0,0.0,17,1174.364335252194,0.0,0.003658098153704048,15.768704214140977,0.0,2,2,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,3,114.8,22,583.0933333,0.0,0.015942029,2.749716646,0.0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1,44.32896597033249,0,0.0,26,658.1292424624139,0.004727518778443394,0.016819878377877885,36.215260993239816,0.0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,46.87748307224991,0,0.0,15,462.0739789254069,0.0,0.010839040906690465,46.01872593628703,0.0,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7,606.0,1,33.0,26,631.4583333,0.0,0.007142857,0.0,0.0,1,1,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,54.6,2,22.13333333,44,1100.789082,0.008510638,0.018561297,0.0,0.0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,53.74835833661253,0,0.0,19,774.0896469660579,0.0,0.02075560492854195,5.245012811951225,0.0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,2,17.2,93,5496.25,0.003191489,0.014078014,0.139200623,0.0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.03636485764572539,21,1088.8600910209695,0.0,0.010525359029679167,16.129178016564843,0.0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,94.27138513567307,0,6.849950875572148,28,1352.9730043976508,0.0,0.024285648498799862,32.195692983592224,0.0,3,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,34.25,0,0.0,55,3227.483333,0.003636364,0.016363636,0.0,0.0,2,2,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4,196.35362649336278,0,2.772575055642953,47,835.844628932702,6.167445840171194e-05,0.00943338097811566,25.348936012673562,0.0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,4,28.0,0.0,0.05,0.0,0.6,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0,0,0.0,4,44.0,0.0,0.05,0.0,0.0,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,0,0.0,50,2775.827066017646,0.01181732345102037,0.025471686256585066,0.0,0.0,1,1,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0.0,0,0.0,7,258.2836368612418,0.0,0.02631359865166364,2.2260092780808387,0.0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,256.5,1,0.0,57,1319.366667,0.006774194,0.032699169,3.373062968,0.0,3,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5,72.5,0,0.0,35,2429.8125,0.0,0.023684211,102.4922188,0.0,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,70.92088744917189,1,17.496302546354457,55,4568.996865866038,0.003787621217479685,0.03928488440076899,8.087886584500293,0.0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4,316.5548260433908,0,0.0,46,4305.444702431506,0.0,0.004701381289367644,37.840177118090594,0.0,6,11,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,30.7,3,45.0,38,1481.783333,0.012244898,0.029387755,0.0,0.0,2,2,4,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
6,136.5555556,0,0.0,59,3224.819084,0.002985075,0.011923715,8.567426866,0.0,2,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
12,150.1333333,0,0.0,17,231.0,0.016,0.039333333,0.0,0.0,3,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8,203.9166667,4,114.75,118,3903.167094,0.004098361,0.012520167,55.01131298,0.0,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2,101.3081144566759,2,92.82153742137284,32,823.4185825926804,0.01624927582027939,0.027024695443059916,7.360819363842577,0.0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,6,168.0,0.0,0.011111111,0.0,0.0,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3,56.0,0,0.0,61,1669.988095,0.008064516,0.025778523,0.0,0.0,1,1,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.0,0,0.0,19,196.5,0.0,0.021052632,0.0,0.0,2,2,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,62.16459511894088,0,0.0,63,2506.530194666882,0.0,0.008528244980887969,11.296298249927585,0.0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,5.0,0,0.0,16,191.0714286,0.0,0.0125,0.0,0.0,2,4,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8,108.0045996585645,1,45.472018530093756,277,7751.472006253837,0.0008044677002909694,0.006077261404245123,29.421137793112713,0.0,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,10.0,0,0.0,14,348.6666667,0.035714286,0.053571429,0.0,0.0,3,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7,304.5,3,56.5,69,2350.905769,0.012088889,0.018292063,0.0,0.0,3,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,65.4,0,0.0,79,2426.006667,0.001265823,0.017721519,0.0,0.0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,37.0,0,0.0,53,2409.068434,0.001960784,0.018076564,0.0,0.0,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7,104.00202683041617,3,233.63568289775748,38,535.8917855356539,0.014530382418073313,0.01027748991289087,4.519691358316436,0.0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,1,0.0,0,0.0,0.2,0.2,0.0,1.0,1,1,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4,165.26374839396084,0,0.0,18,540.0057404197116,0.010361274403476905,0.02423112767896986,22.717170989038507,0.4568499785861446,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,46.765911467487975,1,58.614267456714074,35,1695.6759087587616,0.005453103228737259,0.0054896688148857635,95.85476340961957,0.0,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7,484.5238659616751,0,0.0,44,2126.880616113037,0.0,0.014929900513793802,7.386392212168685,0.0,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
9,88.60416667,0,0.0,114,2997.00203,0.0,0.005989942,32.56725746,0.0,2,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12,324.23678276087367,0,0.0,53,1216.4958066320328,0.013842618975936513,0.01986993965890453,5.839979883240279,0.0,2,2,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,0.0,0,13.349093738743129,39,2050.7135182324027,0.003434808732090426,0.03043912740927656,6.897873192353856,0.0,1,7,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,5,156.0,0.0,0.04,0.0,0.0,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,14.5,0,0.0,25,1040.75,0.0,0.024266667,0.0,0.0,4,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.0,0,0.0,2,5.0,0.0,0.1,0.0,0.0,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,126.47022195136745,5,270.4873645421089,39,696.1190390014618,0.0023729658893586547,0.017447470023713347,73.02952771293991,0.0,2,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,7,286.5,0.0,0.042857143,0.0,0.0,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6,171.0833333,0,0.0,28,952.2857143,0.0,0.013333333,52.10818182,0.0,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4,61.0,0,0.0,19,603.171273096778,0.0,0.02356585751146945,14.428805925789053,0.8228124839585863,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,17,132.6333333,0.011764706,0.007843137,0.0,0.0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.0,0,0.0,7,444.25,0.028571429,0.021428571,0.0,0.0,3,2,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3,59.67198226797342,0,0.0,78,2260.4011439708056,0.00409054183857048,0.008289052943157163,24.711433750938713,0.0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,144.5303494448317,0,0.0,48,923.9855490109068,0.0005470202286812186,0.01102388105109362,12.594598211832547,0.0,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1,6.931325699602144,0,0.0,44,1152.0056251358817,0.008555341377510623,0.023643708957873814,5.17399860620112,0.0,3,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,0.0,0,0.0,7,96.0,0.0,0.025,54.20146753,0.0,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0.0,0,0.0,5,108.0,0.0,0.05,0.0,0.0,1,1,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4,211.8,0,0.0,15,512.9,0.0,0.00625,0.0,0.0,1,1,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4,367.0,5,2256.916667,74,8981.580128,0.002988954,0.043301833,0.0,0.0,2,2,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,40.2655628681217,0,0.0,29,559.6173812025417,0.008224264904863311,0.04390139712154656,1.1873457544154782,0.0,2,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,6,546.0,0.0,0.04,35.49,0.0,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1,142.5,1,48.5,9,733.25,0.0,0.018181818,0.0,0.0,1,1,8,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5,460.43102615284096,0,18.54775665084945,56,2151.6619579331523,0.0006848918374067221,0.01107765229727615,12.789701814317361,0.0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8,1846.649582568167,1,35.20258597462157,89,5745.589189332051,0.00564785138708605,0.018539123653875184,11.783116805259255,0.0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
7,178.42029960602528,0,0.0,44,1071.2320946254556,0.002238266244506141,0.012218327099885764,34.54732367090387,0.07241882661477343,1,3,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2,146.0,2,52.25,1,0.0,0.0,0.04,0.0,0.0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,30.906841547313032,1,28.07660067438813,35,1477.4302586179122,0.007639891365435863,0.02293221789786737,0.0,0.0,2,2,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,9.700688903403792,0,0.0,52,1563.071334432878,0.002868620830611789,0.014528154544967982,5.072798368032722,0.0,2,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7,139.5,0,0.0,30,1448.752381,0.006060606,0.012878788,0.0,0.0,1,2,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0.0,0,0.0,13,1318.1162155486766,0.0,0.009399720191305059,96.18418732413117,0.09073985621097484,7,11,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,10,157.61876192877307,0.007163698468159932,0.016094006394234334,0.0,0.0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0.0,0,0.0,14,729.5769896921288,0.0,0.022586542035894483,30.696271879824668,0.0,2,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,6.8059821511479255,0,0.0,87,2917.281414389835,0.005753956307366037,0.021957134666362666,4.06643022311185,0.0,2,2,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3,326.0,0,0.0,19,364.5333333,0.0,0.027,0.0,0.0,1,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4,71.4905449789971,1,15.084436201921545,33,1191.1614424108743,0.017583603800256187,0.032948507717073174,32.32520002071264,0.0,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,80,4879.654533928735,0.0029183228951949513,0.028602344998047636,0.8647382506696741,0.0,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,7,225.0,0.028571429,0.085714286,0.0,0.0,4,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.0,0,0.0,9,181.3333333,0.02962963,0.055026455,0.0,0.0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,61.4,1,0.0,19,381.6,0.040909091,0.056818182,8.330574815,0.0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
5,246.93173099830705,0,0.0,21,995.3667917774637,0.0037918738562378574,0.008363784196906646,44.23316884837655,0.0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5,98.34768420637425,1,7.893331350683714,53,2288.248192604849,0.007330072872903908,0.032201701150408116,9.940477216431137,0.0,2,2,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
5,117.22085527251029,0,0.0,30,2199.1931298980103,0.0,0.010518956034909472,46.6366467054791,0.0,2,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,256.1,2,99.7,4,417.4,0.0,0.01,0.0,0.0,1,1,6,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0.0,0,0.0,15,1233.25,0.02,0.042222222,0.0,0.8,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,118.0,0,0.0,2,96.25,0.0,0.025,0.0,0.0,8,13,9,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7,135.58301133116763,3,43.806294924112635,26,1356.9547410604628,0.00019309711874672788,0.018768116027699688,18.911655376077885,0.0,2,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,8,159.9,0.0,0.0,0.0,0.0,2,2,2,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6,102.74400811552756,0,0.0,41,781.9569590040527,0.0,0.0054755520692906364,35.60683083023142,0.12352326255475066,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,152.469803252595,0,0.0,17,731.1615246041553,0.0020349971948111427,0.01582517562270119,17.75851161060298,0.0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,15,827.1666667,0.013333333,0.046666667,0.0,0.0,1,1,8,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0,2,842.3,26,1911.711111,0.015384615,0.036666667,8.018832458,0.0,3,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
11,157.3889922,3,338.4,46,1624.935625,0.005357143,0.021391443,0.0,0.0,3,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.0,0,0.0,20,518.6666667,0.0,0.011111111,0.0,0.0,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.3975635557564523,1,424.7867432504274,10,156.6563956324213,0.00019450271419040217,0.016942212514038935,32.470070423796194,0.0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,26.69100222192882,3,141.12041056868063,193,5200.991683939472,0.005138431575110877,0.016053729609278044,9.196089780381607,0.0,1,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2,36.5,0,0.0,11,295.9,0.0,0.014219114,0.0,0.0,3,2,9,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0,0,0.0,10,235.5,0.0,0.013333333,0.0,0.0,3,2,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,77.04776249704321,0,0.0,14,847.8108616810529,0.0,0.014420592998888423,23.127421417161738,0.0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,57.554708231253144,1,12.481830218285943,10,550.6568965717848,0.0,0.02824834223372321,20.347075979022865,0.0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.0,0,0.0,7,97.26134776060667,0.0,0.026292379030223155,0.0,0.0,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2,63.383161319189064,0,0.0,117,4739.039615777725,0.005880484940079612,0.014438941585582055,38.078665196399676,0.0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8,158.8577107119729,1,308.09620265535045,67,2025.9029002084694,0.005015375333202223,0.02949461215865161,18.925589781718163,0.0,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0.0,0,0.0,15,1080.1257970186482,0.0,0.01750037572912811,13.424685779199253,0.0,2,4,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2,28.859151799688046,0,0.0,62,2563.528117484118,0.0013050408443286462,0.010983608930267187,17.833785862712936,0.0,2,1,4,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,7.215676727957911,0,38.18616114450019,43,685.9359394204185,0.003092126385252719,0.011669596722181893,4.249513454840574,0.1568646544084178,2,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4,43.225,0,0.0,13,293.725,0.022222222,0.064259259,0.0,0.0,2,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3,38.3,0,0.0,18,929.2,0.0,0.010884354,0.0,0.0,2,2,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0.0,0,0.0,12,349.0,0.066666667,0.088888889,0.0,0.0,2,2,9,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.0,0,0.0,12,455.42712087214693,0.0009716914421278987,0.022222222,27.375452448892418,0.0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,102.4,2,44.4,33,688.3142857,0.0,0.022222222,0.0,0.0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4,98.5,0,0.0,9,281.75,0.0,0.030909091,0.0,0.0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
